卥 卜
瀡 水
瀠 水
瀟 水
瀞 水
瀝 水
瀜 水
瀚 水
瀙 水
瀛 水
瀘 水
瀗 水
瀕 水
瀖 水
瀔 水
瀓 水
瀑 水
瀐 水
瀏 水
瀎 水
瀍 水
瀒 水
瀌 水
瀋 水
瀊 水
瀉 水
瀈 水
瀇 水
瀆 水
瀅 水
瀄 水
瀃 水
瀂 水
瀁 水
瀀 水
濿 水
濾 水
濽 水
濼 水
濻 水
濺 水
濹 水
濸 水
濶 水
濴 水
濵 水
濳 水
濲 水
濱 水
濯 水
濰 水
濮 水
濭 水
濬 水
濫 水
濪 水
濩 水
濨 水
濧 水
濦 水
濤 水
濥 水
濣 水
濢 水
濡 水
濠 水
濟 水
濞 水
濝 水
濜 水
濛 水
濚 水
濙 水
濘 水
濗 水
濖 水
濕 水
濔 水
濓 水
濒 水
濑 水
濐 水
濏 水
濎 水
濍 水
濋 水
濊 水
濉 水
濈 水
濇 水
濆 水
濅 水
濄 水
濂 水
濃 水
濁 水
激 水
澿 水
澾 水
澽 水
澼 水
澻 水
澹 水
澺 水
澸 水
澷 水
澶 水
澵 水
澴 水
澳 水
澱 水
澲 水
澰 水
澯 水
澮 水
澭 水
澬 水
澫 水
澪 水
澧 水
澨 水
澦 水
澥 水
澤 水
澣 水
澢 水
澡 水
澠 水
澟 水
澞 水
澝 水
澜 水
澛 水
澚 水
澙 水
澘 水
澗 水
澖 水
澕 水
澔 水
澓 水
澐 水
澑 水
澒 水
澏 水
澎 水
澍 水
澌 水
澋 水
澊 水
澉 水
澈 水
澇 水
澆 水
澄 水
澅 水
澂 水
澁 水
澀 水
潿 水
潾 水
潽 水
潼 水
潻 水
潺 水
潹 水
潷 水
潸 水
潶 水
潵 水
潴 水
潳 水
潱 水
潲 水
潰 水
潯 水
潮 水
潭 水
潬 水
潫 水
潪 水
潩 水
潨 水
潦 水
潧 水
潤 水
潥 水
潣 水
潢 水
潡 水
潟 水
潠 水
潞 水
潝 水
潜 水
潛 水
潙 水
潚 水
潘 水
潗 水
潖 水
潕 水
潔 水
潓 水
潑 水
潐 水
潏 水
潎 水
潒 水
潍 水
潌 水
潋 水
潉 水
潈 水
潆 水
潇 水
潅 水
潊 水
潄 水
潂 水
潃 水
潀 水
漾 水
漽 水
漼 水
漺 水
漹 水
漸 水
漷 水
漵 水
漶 水
漳 水
漲 水
漱 水
漴 水
漰 水
漯 水
漮 水
漭 水
漬 水
漫 水
漨 水
漧 水
漩 水
漥 水
漣 水
漤 水
漪 水
漢 水
漡 水
漟 水
漞 水
漠 水
漝 水
漜 水
漛 水
漚 水
漙 水
漘 水
漗 水
漖 水
漕 水
演 水
漓 水
漒 水
漑 水
漏 水
漍 水
漌 水
漋 水
漊 水
漉 水
漎 水
漈 水
漇 水
漆 水
漅 水
漄 水
漃 水
漂 水
漁 水
滾 水
滿 水
滽 水
滼 水
滺 水
滹 水
滸 水
滶 水
滵 水
滻 水
滴 水
滷 水
滳 水
滲 水
滱 水
滰 水
滯 水
滮 水
滭 水
滬 水
滫 水
滪 水
滩 水
滨 水
滧 水
滦 水
滥 水
滤 水
滣 水
滢 水
满 水
滠 水
滟 水
滝 水
滞 水
滛 水
滜 水
滙 水
滘 水
滗 水
滚 水
滖 水
滔 水
滓 水
滑 水
滒 水
滏 水
滐 水
滍 水
滌 水
滊 水
滋 水
滉 水
滈 水
滆 水
滇 水
滅 水
滄 水
滃 水
滂 水
滁 水
滀 水
溿 水
溾 水
溽 水
溼 水
溻 水
溺 水
溹 水
溸 水
溶 水
溵 水
溷 水
溴 水
溳 水
溱 水
溲 水
溰 水
溯 水
溭 水
溮 水
溬 水
溫 水
溪 水
溩 水
溨 水
溧 水
溦 水
溥 水
溤 水
溣 水
溢 水
溡 水
溠 水
溟 水
溞 水
溝 水
溜 水
溚 水
溙 水
溛 水
溘 水
溗 水
溔 水
溕 水
溓 水
溒 水
溑 水
源 水
溏 水
溎 水
溍 水
溌 水
溋 水
溊 水
溉 水
溈 水
溇 水
溆 水
溅 水
溄 水
溃 水
溂 水
溁 水
満 水
湿 水
湾 水
湽 水
湼 水
湻 水
湺 水
湹 水
湸 水
湷 水
湶 水
湵 水
湳 水
湴 水
湲 水
湰 水
湯 水
湱 水
湮 水
湫 水
湪 水
湩 水
湭 水
湨 水
湧 水
湦 水
湥 水
湤 水
湣 水
湢 水
湡 水
湠 水
湟 水
湞 水
湝 水
湜 水
湚 水
湛 水
湙 水
湗 水
湘 水
湖 水
湕 水
湔 水
湒 水
湓 水
湑 水
湐 水
湏 水
湎 水
湍 水
湌 水
湋 水
湊 水
湉 水
湈 水
湇 水
湆 水
湅 水
湄 水
湃 水
湂 水
湁 水
渿 水
湀 水
渾 水
渽 水
渼 水
渻 水
渺 水
渹 水
游 水
渷 水
渶 水
渵 水
渴 水
渳 水
渲 水
渱 水
渰 水
港 水
渮 水
渭 水
測 水
渫 水
渪 水
温 水
渨 水
渧 水
渦 水
渥 水
渤 水
渣 水
渢 水
渠 木
渡 水
渟 水
渞 水
渝 水
減 水
渜 水
渚 水
渙 水
渘 水
渖 水
渕 水
渔 水
渓 水
渒 水
渗 水
渑 水
渏 水
渐 水
渎 水
渍 水
渌 水
渋 水
渊 水
渉 水
済 水
渇 水
渆 水
清 水
渄 水
渃 水
渂 水
渁 水
渀 水
淿 水
淽 水
添 水
淺 水
淹 水
淸 水
混 水
淶 水
淵 水
淴 水
淳 水
淲 水
深 水
淰 水
淯 水
淮 水
淭 水
淬 水
淫 水
淪 水
淩 水
淨 水
淧 水
淦 水
淥 水
淤 水
淣 水
淢 水
淡 水
淠 水
淟 水
淞 水
淝 水
淜 水
淛 水
淚 水
淙 水
淘 水
淗 水
淖 水
淕 水
淔 水
淓 水
淒 水
淑 水
淐 水
淏 水
淎 水
淍 水
淌 水
淋 水
淊 水
淉 水
淈 水
淇 水
淆 水
淅 水
淄 水
淃 水
淂 水
淁 水
淀 水
涿 水
涾 水
涽 水
涼 水
涻 水
涺 水
涹 水
涸 水
涷 水
涶 水
涵 水
涴 水
涳 水
液 水
涱 水
涰 水
涯 水
涮 水
涭 水
涬 水
涫 水
涪 水
涩 水
涨 水
涧 水
润 水
涥 水
涤 水
涣 水
涢 水
涡 水
涠 水
涟 水
涞 水
涝 水
涜 水
涛 水
涚 水
涙 水
涘 水
涗 水
涖 水
涕 水
涔 水
涓 水
涒 水
涑 水
涐 水
涏 水
涎 水
涍 水
涌 水
涋 水
涊 水
涉 水
消 水
涇 水
涆 水
涅 水
涄 水
涃 水
涂 水
涁 水
涀 水
浿 水
浾 水
浽 水
浼 水
浻 水
浺 水
浹 水
浸 水
海 水
浶 水
浵 水
浴 水
浳 水
浲 水
浱 水
浰 水
浯 水
浮 水
浭 水
浬 水
浫 水
浪 水
浩 水
浨 水
浧 水
浦 水
浥 水
浤 水
浣 水
浢 水
浡 水
浠 水
浟 水
浞 水
浝 水
浜 水
浛 水
浚 水
浙 水
浘 水
浗 水
浖 水
浕 水
浔 水
浓 水
浒 水
浑 水
浐 水
浏 水
济 水
浍 水
浌 水
测 水
浊 水
浉 水
浈 水
浇 水
浅 水
浄 水
浃 水
浂 水
流 水
浀 水
洿 水
派 水
洽 水
洼 水
活 水
洺 水
洹 水
洸 水
洷 水
洶 水
洵 水
洴 水
洳 水
洲 水
洱 水
洰 水
洮 水
洭 水
洬 水
洫 水
洪 水
洩 水
洨 水
洧 水
洦 水
津 水
洤 水
洣 水
洢 水
洡 水
洠 水
洟 水
洞 水
洝 水
洛 水
洚 水
洙 水
洘 水
洗 水
洖 水
洕 水
洔 水
洓 水
洒 水
洑 水
洐 水
洏 水
洎 水
洍 水
洌 水
洋 水
洊 水
洉 水
洈 水
洇 水
洆 水
洅 水
洄 水
洃 水
洂 水
洁 水
洀 水
泿 水
泾 水
泽 水
泼 水
泻 水
泺 水
泹 水
泸 水
泷 水
泳 水
泲 水
泱 水
泯 水
泮 水
泭 水
泬 水
泫 水
泪 水
泩 水
注 水
泧 水
泦 水
泥 水
泤 水
泣 水
波 水
泡 水
泠 水
泟 水
泞 水
泝 水
泜 水
泛 水
泚 水
泙 水
泘 水
泗 水
泖 水
法 水
泔 水
泓 水
泒 水
泑 水
泐 水
泏 水
泎 水
泍 水
泌 水
泋 水
泊 水
泈 水
泇 水
泆 水
泅 水
泄 水
泃 水
泂 水
況 水
泀 水
沿 水
沾 水
沽 水
沼 水
治 水
沺 水
油 水
沸 水
沷 水
沶 水
沵 水
沴 水
河 水
沲 水
沱 水
沰 水
沮 水
沭 水
沬 水
沫 水
沪 水
沩 水
沨 水
沧 水
沦 水
沥 水
沤 水
沣 水
沢 水
没 水
沠 水
沟 水
沞 水
沜 水
沛 水
沚 水
沙 水
沘 水
沖 水
沕 水
沔 水
沒 水
沑 水
沐 水
沏 水
沎 水
沍 水
沌 水
沋 水
沉 水
沈 水
沇 水
沆 水
沅 水
沄 水
沃 水
沂 水
沁 水
汿 水
汾 水
汽 水
汼 水
汻 水
決 水
汹 水
汸 水
汷 水
汶 水
汵 水
汴 水
汳 水
汲 水
汱 水
汰 水
汯 水
汮 水
汭 水
汫 水
汪 水
汩 水
汨 水
汧 水
汦 水
汥 水
汤 水
汣 水
汢 水
污 水
池 水
江 水
汝 水
汜 水
汛 水
汚 水
汙 水
汘 水
汗 水
汕 水
汔 水
汓 水
汒 水
汑 水
汐 水
汏 水
汎 水
汍 水
汌 水
汋 水
汊 水
汉 水
汈 水
汇 水
汅 水
汄 水
汃 水
汁 水
汀 水
氿 水
氾 水
氻 水
氵 水
缴 糸
缳 糸
缲 糸
缱 糸
缰 糸
缯 糸
缮 糸
缭 糸
缬 糸
缫 糸
缪 糸
缩 糸
缨 糸
缧 糸
缦 糸
缥 糸
缤 糸
缣 糸
缢 糸
缡 糸
缠 糸
缟 糸
缞 糸
缝 糸
缜 糸
缛 糸
缚 糸
缙 糸
缘 糸
缗 糸
编 糸
缕 糸
缔 糸
缓 糸
缒 糸
缑 糸
缐 糸
缏 糸
缎 糸
缍 糸
缌 糸
缋 糸
缊 糸
缉 糸
缈 糸
缇 糸
缆 糸
缅 糸
缄 糸
缃 糸
缂 糸
缁 糸
缀 糸
绿 糸
绾 糸
绽 糸
综 糸
绻 糸
绺 糸
绹 糸
绸 糸
绷 糸
绶 糸
绵 糸
维 糸
绳 糸
绲 糸
绱 糸
绰 糸
绯 糸
绮 糸
续 糸
绬 糸
绫 糸
绪 糸
绩 糸
绨 糸
继 糸
绦 糸
绥 糸
绤 糸
绣 糸
绢 糸
绡 糸
绠 糸
统 糸
绞 糸
绝 糸
络 糸
绛 糸
绚 糸
给 糸
绘 糸
绗 糸
绖 糸
绕 糸
绔 糸
结 糸
绒 糸
绑 糸
绐 糸
经 糸
绎 糸
绍 糸
绌 糸
绋 糸
绊 糸
绉 糸
终 糸
织 糸
细 糸
绅 糸
组 糸
练 糸
绂 糸
绁 糸
绀 糸
线 糸
纾 糸
纽 糸
纼 糸
纻 糸
纺 糸
纹 糸
纸 糸
纷 糸
纶 糸
纵 糸
纴 糸
纳 糸
纲 糸
纱 糸
纰 糸
纯 糸
纮 糸
纭 糸
纬 糸
纫 糸
纪 糸
纩 糸
纨 糸
级 糸
约 糸
纥 糸
纤 糸
纣 糸
红 糸
纡 糸
纠 糸
纟 糸
巼 己
巺 己
巸 己
巷 己
巶 己
巵 己
巴 己
巳 己
袁 衣
壪 土
壩 土
壨 土
壧 土
壦 土
壥 土
壤 土
壣 土
壢 土
壡 又
壠 土
壟 土
壞 土
壝 土
壜 土
壛 土
壚 土
壙 土
壘 土
壗 土
壖 土
壕 土
壔 土
壓 土
壒 土
壑 土
壐 土
壏 土
壎 土
壍 土
壌 土
壋 土
壊 土
壉 土
壈 土
壇 土
壆 土
壅 土
壄 土
壃 土
壂 土
壁 土
壀 土
墿 土
墾 土
墽 土
墼 土
墻 土
墺 土
墹 土
墸 土
墷 土
墶 土
墵 土
墴 土
墳 土
墲 土
墱 土
墰 土
墯 土
墮 土
墭 土
墬 土
墫 土
墪 土
墩 土
墨 黑
墧 土
墦 土
墥 土
墤 土
墣 土
墢 土
墡 土
墠 土
墟 土
增 土
墝 土
墜 土
墛 土
墚 土
墙 土
墘 土
増 土
墖 土
墕 土
墔 土
墓 土
墒 土
墑 土
墐 土
墏 土
墎 土
墍 土
墌 土
墋 土
墊 土
墉 土
墈 土
墇 土
墆 土
墅 土
墄 土
境 土
墂 土
墁 土
墀 土
塿 土
塾 土
塽 土
塼 土
塻 土
塺 土
塹 土
塸 土
塷 土
塶 土
塵 土
塴 土
塳 土
塲 土
塱 土
塰 土
塯 土
塮 土
塭 土
塬 土
填 土
塪 土
塩 土
塨 土
塧 土
塦 土
塥 土
塤 土
塣 土
塢 土
塡 土
塠 土
塟 土
塞 土
塝 土
塜 土
塛 土
塚 土
塙 土
塘 土
塗 土
塖 土
塕 土
塔 土
塓 土
塒 土
塑 土
塐 土
塏 土
塎 土
塍 土
塌 土
塋 土
塊 土
塉 土
塈 土
塇 土
塆 土
塅 土
塄 土
塃 土
塂 土
塁 土
塀 土
堿 土
堾 土
堽 土
堼 土
堻 土
堺 土
堹 土
堸 土
堷 土
堶 土
堵 土
場 土
堳 土
堲 土
報 土
堰 土
堯 土
堮 土
堭 土
堬 土
堫 土
堪 土
堩 土
堨 土
堧 土
堦 土
堥 土
堤 土
堣 土
堢 土
堡 土
堠 土
堟 土
堞 土
堝 土
堜 土
堛 土
堚 土
堙 土
堘 土
堗 土
堖 土
堕 土
堔 土
堓 土
堒 土
堑 土
堐 土
堏 土
堎 土
堍 土
堌 土
堋 土
堊 土
堉 土
堈 土
堇 土
堆 土
堅 土
堄 土
堃 土
堂 土
堁 土
堀 土
埿 土
埾 土
埽 土
埼 土
埻 土
基 土
培 土
埸 土
執 土
埶 土
埵 土
埴 土
埳 土
埲 土
埱 土
埰 土
埯 土
埮 土
埭 土
埬 土
埫 土
埪 土
埩 土
埨 土
埧 土
埦 土
埥 土
埤 土
埣 土
埢 土
埡 土
埠 土
域 土
埞 土
埝 土
埜 土
埛 土
埚 土
埙 土
埘 土
埗 土
埖 土
埕 土
埔 土
埓 土
埒 土
埑 土
埐 土
埏 土
城 土
埍 土
埌 土
埋 土
埊 土
埉 土
埈 土
埇 土
埆 土
埅 土
埄 土
埃 土
埂 土
埁 土
埀 土
垿 土
垾 土
垽 土
垼 土
垻 土
垺 土
垹 土
垸 土
垷 土
垶 土
垵 土
垴 土
垳 土
垲 土
垱 土
垰 土
垯 土
垮 土
垭 土
垬 土
垫 土
垪 土
垩 土
垨 土
垧 土
垦 土
垥 土
垤 土
垣 土
垢 土
垡 土
垠 土
垟 土
垞 土
垝 土
垜 土
垛 土
垚 土
垙 土
垘 土
垗 土
垖 土
垕 土
垔 土
垓 土
垒 土
垑 土
垐 土
垏 土
垎 土
垍 土
垌 土
型 土
垊 土
垉 土
垈 土
垇 土
垆 土
垅 土
垄 土
垃 土
垂 士
垁 土
垀 土
坿 土
坾 土
坽 土
坼 土
坻 土
坺 土
坹 土
坸 土
坷 土
坶 土
坵 土
坴 土
坳 土
坲 土
坱 土
坰 土
坯 土
坮 土
坭 土
坬 土
坫 土
坪 土
坩 土
坨 土
坧 土
坦 土
坥 土
坤 土
坣 土
坢 土
坡 土
坠 土
坟 土
坞 土
坝 土
坜 土
坛 土
坚 土
坙 土
坘 土
块 土
坖 土
坕 土
坔 土
坓 土
坒 土
坑 土
坐 土
坏 土
坎 土
坍 土
坌 土
坋 土
坊 土
坉 土
坈 土
均 土
坆 土
坅 土
坄 土
坃 土
坂 土
坁 土
址 土
圿 土
圾 土
圽 土
圼 土
圻 土
场 土
圹 土
圸 土
圷 土
圶 土
圵 土
圴 土
圳 土
圲 土
圱 土
地 土
圯 土
圮 土
圭 土
圬 土
圫 土
圪 土
圩 土
在 土
圧 土
圦 土
圥 土
圤 土
圣 土
圢 土
圡 土
圠 土
土 土
圝 囗
圜 囗
圛 囗
圚 囗
圙 囗
團 囗
圗 囗
圖 囗
圕 囗
圔 囗
圓 囗
園 囗
圑 囗
圐 囗
圏 囗
圎 囗
圍 囗
圌 囗
國 囗
圊 囗
圉 囗
圈 囗
圇 囗
圆 囗
圅 囗
圄 囗
圃 囗
圂 囗
圁 囗
圀 囗
囿 囗
图 囗
国 囗
囼 囗
囻 囗
固 囗
囹 囗
囸 囗
囷 囗
囶 囗
囵 囗
围 囗
図 囗
囲 囗
囱 囗
困 囗
囯 囗
囮 囗
园 囗
囬 囗
囫 囗
囪 囗
囩 囗
囨 囗
囧 囗
囦 囗
囥 囗
囤 囗
団 囗
团 囗
囡 囗
因 囗
囟 囗
回 囗
囝 囗
囜 囗
四 囗
囚 囗
囙 囗
囘 囗
囗 囗
舝 舛
舜 舛
舛 舛
夦 夕
夥 夕
夤 夕
夣 夕
夢 夕
夡 夕
夠 夕
够 夕
夞 夕
夝 夕
夜 夕
夛 夕
多 夕
夙 夕
夘 夕
夗 夕
外 夕
夕 夕
尭 尢
尫 尢
尧 尢
禼 禸
离 禸
禺 禸
禹 禸
禸 禸
戄 心
戃 心
戂 心
懾 心
懽 心
懼 心
懻 心
懺 心
懹 心
懷 心
懶 心
懵 心
懴 心
懳 心
懱 心
懰 心
懮 心
懭 心
懫 心
懪 心
懩 心
懨 心
懧 心
懦 心
懥 心
懤 心
懢 心
懡 心
懠 心
懞 心
懝 心
懜 心
懛 心
懚 心
懙 心
懗 心
懔 心
懓 心
懒 心
懐 心
懏 心
懎 心
懍 心
懌 心
懊 心
懈 心
懆 心
懅 心
懄 心
懂 心
懁 心
懀 心
憿 心
憾 心
憽 心
憻 心
憺 心
憹 心
憸 心
憷 心
憶 心
憴 心
憳 心
憱 心
憰 心
憯 心
憮 心
憭 心
憬 心
憫 心
憪 心
憧 心
憦 心
憤 心
憣 心
憢 心
憡 心
憟 心
憞 心
憜 心
憛 心
憚 心
憘 心
憕 心
憔 心
憓 心
憒 心
憐 心
憏 心
憎 心
憍 心
憉 心
憈 心
憆 心
憁 心
憀 心
慽 心
慻 心
慺 心
慷 心
慵 心
慴 心
慳 心
慲 心
慱 心
慯 心
慬 心
慪 心
慩 心
慨 心
慥 心
慣 心
慢 心
慡 心
慠 心
慟 心
慞 心
慛 心
慚 心
慙 心
慘 心
慖 心
慔 心
慓 心
慒 心
慑 心
慏 心
慎 心
慍 心
慌 心
慊 心
慉 心
慆 心
慅 心
慄 心
慃 心
慀 心
愾 心
愽 心
愼 心
愺 心
愹 心
愷 心
愶 心
愵 心
愴 心
愲 心
愱 心
愰 心
愯 心
愮 心
愭 心
愫 心
愪 心
愩 心
愧 心
愦 心
愥 心
愤 心
愣 心
愢 心
愡 心
愠 心
愞 心
愝 心
愜 心
愘 心
愖 心
愕 心
愔 心
愓 心
愒 心
愑 心
愐 心
愎 心
愌 心
愋 心
愊 心
愉 心
愇 心
愅 心
愄 心
愃 心
愀 心
惿 心
惾 心
惽 心
惼 心
惻 心
惺 心
惸 心
惶 心
惵 心
惴 心
惲 心
惱 心
惰 心
惯 心
惮 心
惭 心
惬 心
惨 心
惧 心
惦 心
惤 心
惟 心
惞 心
惝 心
惜 心
惛 心
惚 心
惙 心
惘 心
惗 心
惕 心
惔 心
惓 心
惐 心
惏 心
惍 心
惋 心
惊 心
惈 心
惇 心
惆 心
情 心
惃 心
惂 心
惀 心
悿 心
悾 心
悽 心
悼 心
悻 心
悺 心
悸 心
悷 心
悶 心
悵 心
悴 心
悲 心
悱 心
悰 心
悯 心
悮 心
悭 心
悩 心
悧 心
悦 心
悢 心
悟 心
悞 心
悝 心
悜 心
悛 心
悚 心
悙 心
悗 心
悖 心
悕 心
悔 心
悓 心
悒 心
悑 心
悏 心
悎 心
悍 心
悌 心
悋 心
悈 心
悇 心
悅 心
悄 心
悃 心
悂 心
悁 心
悀 心
恾 心
恽 心
恼 心
恻 心
恺 心
恹 心
恸 心
恲 心
恱 心
恰 心
恮 心
恬 心
恫 心
恪 心
恨 心
恦 心
恤 心
恢 心
恡 心
恠 心
恟 心
恞 心
恜 心
恛 心
恘 心
恗 心
恔 心
恓 心
恒 心
恑 心
恎 心
恍 心
恌 心
恊 心
恉 心
恈 心
恇 心
恆 心
恅 心
恄 心
恃 心
恂 心
恀 心
怿 心
怾 心
怽 心
怶 心
怵 心
怴 心
怳 心
怲 心
怰 心
怯 心
怮 心
怭 心
怬 心
怫 心
怪 心
怩 心
性 心
怦 心
怢 心
怡 心
怟 心
怞 心
怜 心
怛 心
怚 心
怙 心
怗 心
怖 心
怕 心
怔 心
怓 心
怑 心
怐 心
怏 心
怍 心
怌 心
怋 心
怊 心
怉 心
怈 心
怇 心
怆 心
怅 心
怄 心
怃 心
怀 心
忾 心
忼 心
忻 心
忺 心
忹 心
忸 心
忷 心
忶 心
忴 心
忳 心
忲 心
忱 心
忰 心
忯 心
忮 心
忭 心
忬 心
快 心
忪 心
忨 心
忧 心
忦 心
忤 心
忣 心
忡 心
忟 心
忛 心
忚 心
忙 心
忖 心
忕 心
忔 心
忓 心
忏 心
忋 心
忊 心
忉 心
忇 心
忆 心
忄 心
恭 心
忝 心
尡 小
尠 小
尟 小
尞 小
尝 小
尜 小
尛 小
尚 小
尙 小
尘 小
尗 小
尖 小
尕 小
尔 小
尓 小
尒 小
少 小
尐 小
小 小
幽 幺
幼 幺
幻 幺
幺 幺
弑 弋
弐 弋
式 弋
弎 弋
弍 弋
弌 弋
弋 弋
尵 尢
尴 尢
尳 尢
尲 尢
就 尢
尰 尢
尯 尢
尮 尢
尬 尢
尪 尢
尨 尢
尥 尢
尤 尢
尢 尢
夓 夊
夒 夊
夑 夊
夐 夊
夏 夊
夎 夊
复 夊
夌 夊
夋 夊
夊 夊
変 夊
夈 夂
备 夂
夆 夂
夅 夂
处 夂
夃 夂
夂 夂
冬 冫
孾 子
孽 子
孼 子
孻 子
孺 子
孹 子
學 子
孷 子
孶 子
孵 子
孴 子
孳 子
孲 子
孱 子
孰 子
孯 子
孮 子
孭 子
孬 子
孫 子
孪 子
孩 子
孨 子
孧 子
学 子
孥 子
孤 子
季 子
孢 子
孡 子
孠 子
孟 子
孞 子
孝 子
孜 子
孛 子
孚 子
孙 子
存 子
字 子
孖 子
孕 子
孔 子
孓 子
孒 子
孑 子
子 子
羼 羊
须 頁
巚 山
玃 犬
孏 女
寷 宀
阛 門
骧 馬
黾 黽
箒 竹
彝 彐
彠 彐
巻 己
廳 广
弊 廾
彏 弓
项 頁
巰 工
巯 工
差 工
巭 工
巬 工
巫 工
巪 工
巩 工
巨 工
巧 工
左 工
工 工
彎 弓
彍 弓
彌 弓
彋 弓
彊 弓
彉 弓
彈 弓
彇 弓
彆 弓
彅 弓
彄 弓
彃 弓
彂 弓
彁 弓
彀 弓
弿 弓
弾 弓
弽 弓
弼 弓
弻 弓
强 弓
弹 弓
弸 弓
強 弓
弶 弓
張 弓
弴 弓
弳 弓
弲 弓
弱 弓
弰 弓
弯 弓
弮 弓
弭 弓
弬 弓
弫 弓
弪 弓
弩 弓
弨 弓
弧 弓
弦 弓
弥 弓
弤 弓
弣 弓
弢 弓
弡 弓
张 弓
弟 弓
弞 弓
弝 弓
弜 弓
弛 弓
弚 弓
弙 弓
弘 弓
弗 弓
弖 弓
引 弓
弔 弓
弓 弓
弉 廾
弈 廾
弇 廾
弆 廾
弅 廾
弄 廾
弃 廾
异 廾
弁 廾
开 廾
廿 廾
廾 廾
廲 广
廱 广
廰 广
廯 广
廮 广
廭 广
廬 广
廫 广
廪 广
廩 广
廨 广
廧 广
廦 广
廥 广
廤 广
廣 广
廢 广
廡 广
廠 广
廟 广
廞 广
廝 广
廜 广
廛 广
廚 广
廙 广
廘 广
廗 广
廖 广
廕 广
廔 广
廓 广
廒 广
廑 广
廐 广
廏 广
廎 广
廍 广
廌 广
廋 广
廊 广
廉 广
廈 广
廇 广
廆 广
廅 广
廄 广
廃 广
廂 广
廁 广
廀 广
庿 广
庾 广
庽 广
庼 广
庻 广
庺 广
庹 广
庸 广
康 广
庶 广
庵 广
庴 广
庳 广
庲 广
庱 广
庰 广
庯 广
庮 广
庭 广
庬 广
庫 广
庪 广
庩 广
庨 广
座 广
度 广
庥 广
庤 广
庣 广
庢 广
庡 广
庠 广
废 广
庞 广
庝 广
府 广
庛 广
庚 广
庙 广
庘 广
店 广
庖 广
底 广
应 广
库 广
庒 广
庑 广
庐 广
序 广
庎 广
庍 广
庌 广
庋 广
床 广
庉 广
庈 广
庇 广
庆 广
庅 广
庄 广
広 广
庂 广
庁 广
庀 广
广 广
巹 己
已 己
己 己
凱 几
彟 彐
彚 彐
彗 彐
录 彐
当 彐
归 彐
彐 彐
彜 彐
彙 彐
彘 彐
彖 彐
彔 彐
彑 彐
幱 巾
幰 巾
幯 巾
幮 巾
幭 巾
幬 巾
幫 巾
幪 巾
幩 巾
幨 巾
幧 巾
幦 巾
幥 巾
幤 巾
幣 巾
幢 巾
幡 巾
幠 巾
幟 巾
幞 巾
幝 巾
幜 巾
幛 巾
幚 巾
幙 巾
幘 巾
幗 巾
幖 巾
幕 巾
幔 巾
幓 巾
幒 巾
幑 巾
幐 肉
幏 巾
幎 巾
幍 巾
幌 巾
幋 巾
幊 巾
幉 巾
幈 巾
幇 巾
幆 巾
幅 巾
幄 巾
幃 巾
幂 巾
幁 巾
幀 巾
帿 巾
帾 巾
帽 巾
帼 巾
帻 巾
帺 巾
帹 巾
常 巾
帷 巾
帶 巾
帵 巾
帳 巾
帴 巾
帲 巾
帱 巾
帰 巾
帯 巾
帮 巾
席 巾
帬 巾
師 巾
帪 巾
帩 巾
帨 巾
帧 巾
带 巾
帥 巾
帤 巾
帣 巾
帢 巾
帡 巾
帠 巾
帟 巾
帞 巾
帝 巾
帜 巾
帛 巾
帚 巾
帙 巾
帘 巾
帗 巾
帖 巾
帕 巾
帔 巾
帓 巾
帒 巾
帑 巾
帐 巾
帏 巾
帎 巾
帍 巾
希 巾
帋 巾
帊 巾
帉 巾
师 巾
帇 巾
帆 巾
帅 巾
帄 巾
布 巾
市 巾
币 巾
帀 巾
巿 巾
巾 巾
囖 口
囕 口
囔 口
囓 口
囒 口
囑 口
囐 口
囏 口
囎 口
囍 口
囌 口
囋 口
囊 衣
囉 口
囈 口
囇 口
囆 口
囅 口
囄 口
囃 口
囂 口
囁 口
囀 口
嚿 口
嚾 口
嚽 口
嚼 口
嚻 口
嚺 口
嚹 口
嚷 口
嚶 口
嚵 口
嚸 口
嚴 口
嚳 口
嚲 口
嚱 口
嚰 口
嚯 口
嚮 口
嚭 口
嚬 口
嚫 口
嚪 口
嚩 口
嚨 口
嚧 口
嚦 口
嚥 口
嚤 口
嚣 口
嚢 口
嚡 口
嚠 口
嚟 口
嚞 口
嚝 口
嚜 口
嚛 口
嚚 口
嚙 口
嚘 口
嚗 口
嚖 口
嚕 口
嚔 口
嚓 口
嚒 口
嚑 口
嚐 口
嚏 口
嚎 口
嚍 口
嚌 口
嚋 口
嚊 口
嚉 口
嚈 口
嚇 口
嚆 口
嚅 口
嚄 口
嚃 口
嚂 口
嚁 口
嚀 口
噿 口
噾 口
噽 口
噼 口
噺 口
噹 口
噸 口
噷 口
噶 口
噵 口
噴 口
噳 口
噲 口
噱 口
噰 口
噯 口
噮 口
噭 口
噬 口
噫 口
噪 口
噩 口
器 口
噧 口
噦 口
噥 口
噤 口
噣 口
噢 口
噡 口
噠 口
噟 口
噞 口
噝 口
噜 口
噛 口
噚 口
噙 口
噘 口
噗 口
噖 口
噕 爪
噔 口
噓 口
噒 口
噑 口
噐 口
噏 口
噎 口
噍 口
噌 口
噋 口
噊 口
噉 口
噈 口
噇 口
噆 口
噅 口
噄 口
噃 口
噂 口
噁 口
噀 口
嘿 口
嘾 口
嘽 口
嘼 口
嘻 口
嘺 口
